,degree, numerator, denominator exponent
423,423, 929353619126514322814209399493242038239332940978600744531224619763086956045620205236347913413835153603524748968379215335390814626825811361824209032216605646125605967823528972637352817826835142698802511422554662035271279051068366023797149611403801433,839
424,424, 9913754995793,55
425,425, 33519009991330580428160429571403398939882740016448463636277571165529727245506308279734376852710121612801419144142507051497733138806171654552542168539799673382988462328009896359357323343488204843167221627483717171418312290531841188911604834575969073831,844
426,426, -91086990394888372938363341682751039431994796109358119774274184763231830977214731,279
427,427, -279315015054470484542917985962392436711077862784974864950739199424067387398455760969532967289334202849657214978083802968574505540664794243169880165542830417252270297696776136672042371224108522306703823732900624191008453532831731948078147918684653735277,847
428,428, -25319595118081901956471030569219,119
429,429, -7493578030237311419894839068625316683751773738232363142261693125246576326619569566483028039952723409738977760396787785417823030262894463813182657010717399042478407926634018684540054480605677420659327195160768292049560045494966221541889713229967763278993,851
430,430, -5227230975175676296484065651456634538077105702979507168154784073388460462715256183,282
431,431, 26506843629468647287715443132486791529051339780521663012947819715494654329172411097183208449705221636782005117481378154252809400142947766698411339342928512277178391676468166627455666667182931453879023872151958602809312164044254438503532551651252660322877,854
432,432, 0,0
433,433, -1481962696944133789712812398784873802500914633008304958152864854499171895080080538847750423578301410327358953840328134256367942539863990558883340669659084115333783918574876763981910027711856982085851635098759349315569808640761766001140413904001677464084971,860
434,434, 78349245689844388556324147457832662208452422681659109064470109756335738035269722817,287
435,435, 19923331059186520119316638177654032262643106083476736846089529027513987143079262617565746408602957314894914560319035181726927922080936923390402986500812278661388874132393238142395299373841791238426707036085690736430182243100309098482297798602884397945799469,863
436,436, 87335310175991164634903816070593,118
437,437, 512183915999575737334571960892006214031452605603390251619792060575242488178375537442918516483147293376724395677114966878946000686764217884490229552859149879358412679872682135544369602576935389708549035027587332047136782085454284290526312215985778533129611039,867
438,438, 70661582376104713878855059960729589280572842804660362082932415596099586028960167293,285
439,439, 7502221881880864334753376331710955184000598066163739355903471114176909912897921389411321377926386494610068243521113938988325965871008300041869052347281995372790815835203289064855635899408769251551203766096186598731817840412323501975857554362952725761535134665,870
440,440, 58441013179269,57
441,441, 147971566651992238121724093551658251090302103220239829167568955009151302141967858144423175965411548483729159117963155309460646564079150880584410724548935840335176746262325391768237971966018649675183638732405807485128441038709826255185040134223793767267738275525,875
442,442, 5129565994305080153046602480917812690327054412612142954442087777199151964387151966401,291
443,443, 2172176992945469628664509957876132745374307996630466924807852055157175503581343127718140737438164860779177946298642314955298303061007802273861885342885918224122489716124656777826478481408942915991059398477462284909720126685579044095775241288636507570026831069905,878
444,444, 2381159368858619811597938956635979,122
445,445, 45942469641608619404593993211980283209557615787626558847661169622437757863468152034458814199958107086856815266137432240888289682666881563698326372997128508603602379733796557198939467023385536930764680842624170521088060341005170283277779457561256730391074773894313,882
446,446, 17107644494629833237869096807215505107262317036661066436348163666945676431327543081651,294
447,447, -288311117392360898107761309959806831270421589899617847659648895020762428214790980971773085287284957523273227501515412561715789160314761737483582508351010152289631860369866555277102144346236136883372190161387977365268002933785491907658079426118195082581385148288013,885
448,448, 0,0
449,449, 19386315448496066812270886839105888416581644546220080038205654978362149840613345519961793913032230771941062195340505398526142427075122475916020013060936387826163056041833305436998813828464302223549007424400165252358772910733708187570520516368204535950740539935125711,893
450,450, -28871863327138634180311155121230210169736218133326994178729562189416473679713075093021,295
451,451, 191106316413692336530623995692242548523937718140395335084247816270946659391891821306353663996714594397433759825121663314690397177132439769573331294586917248473959990918856547681660001860033150182390695847169858345635767907660612461484781174034803875973969432437508975,896
452,452, 555505511183650741848560162065357891,129
453,453, -682374136874688546493900787046813916597254060552057325127537967116312874801147095997155252952477895595393236853673937890743841449489224737890916808696355563161352058282197095074661026523830927150670343209918556321478201590933524526387543542221297817617379318321628207,900
454,454, -177085330781509275013883741503086768987091294639067155118941212060265856716114549577741,298
455,455, -2754121844730817860740757233764858778040755974909007698590819243149285284484198158380300432154027364106017393131311179161101170164125777871604265981338543414058753300288169310082863559649618304135637555209119821706595854084318631669311862961895690545341614949884905937,903
456,456, -453192875189,57
457,457, 764681352783830605919551490815037813999267541269231106889744590434478251846065288233379274600356764975378137140204783866215369412295084405912688834111613153740240403894203990393928788090500650970428921397449670336809162202069448312602889025574448006185541915697942965901,908
458,458, 3502715254849913737837066861622261985253042009373495149569673244612974811058729668384053,302
459,459, 1644225422658576637467942332496915495489447106739684809009768595213419250311239078927985759241382977634714178812168068880128666368471277199109239524491002883106955627925049851127508280470105153175743868741554251387978927963175478832619342450375360876045073638126592039233,911
460,460, 19860312842677183381027268053641273,126
461,461, -215803194162422626513372238132562363141830727458091697215544380707539076505873732834324116375208645222497335484431121595898141586293141843691834181574240950383462651761690436543462459433909658015167902962305850886407104974112722078895438734508696725639961609943267272221347,915
462,462, -527123814251491196536436477324921399643244804209592359958276987743751506552693820841323,298
463,463, 899107638362031375700742769039471667774165272646608572946300494299434550420623416505689209974339026173477225161338286554891387985991863292834597810200413862370765688636092873490213236326187643401738767510992008645438021295443703322279464857850876848794409762191220989030007,918
464,464, 0,0
465,465, -28952200167637441175710509846669020467671180661484039999223738385569162432697363440242660370210267473367571557629244471366560645692526766243978847159541117642637339049451840532637822423491275629273351348644586274423448194416859651505993765505963754493444008867942811621029623,924
466,466, 123154776102877287617527215293313461259458727491668108345569725683811994520603644845294077,306
467,467, 587544300600380008588563866097267136295060125144607746048569060477286941345726755838605273397509947857476558491278697509617667072918997158860798169476708738006704744481109984207446724225014933172075295148932129528478812917017486020152305543665889762596998280933293723496578769,927
468,468, -56737231257503883448157614155849003,127
469,469, 9022898838284070668257343575192265286536847411077271160058175316122001746067427945770929889602076682812800813694167159183262704440231389095210583008180718557510903402266228840512345801063123313701844416183156721056906141078189436573023309889944110610869232695251774887229011795,931
470,470, 992323584468924338191901008943983889716865419176666678731400466559157718294002575566764513,309
471,471, 45599208186893194018155047131130165875668473131506085155643810074059652102781913376513570259873692842689752720733104191683534857619567500863312080122669433060789747696696862106184420988204463893390488949888054469441123143025734153999261441195827604666317727470043976801052656229,934
472,472, 1171224492732595,60
473,473, 7387798853450050689276366260865620780548209973474211356303158159037228350233286459392524475778508405037608820236252684141995421672069223771739204642564041304985885166061494618536639908888309583979454816728025821671577005805801050666862277168622574466870980353657442990969080085125,939
474,474, 428748761831153843425784672739219837955677581789801202141812156062033035247408701273474357,310
475,475, -4786570699700406991124884337593392934629729528051444360096312952720886414955280968639936078589707385014552074458264175875199901042225747490440540655754521480939011139496197917239969674310680472122432131190237278228293627849319851071785002428914170192542084411005846317312542150623,942
476,476, 116718911805885606788044310307436301,129
477,477, -544724765273661497143127947564035319585251872899154252975902312682411124580616393927941780884956158718323216649623960266013762830021121438567204847486847796096851016304944967158395984547374878943362063912805405629262515156498136842090622849135369270841629770223763654367151707204319,946
478,478, -15703235879543226265793879422971258803506137233997610773534081086089472888843132134473129623,313
479,479, 167889163157947954637883294745109345382233041533864250410020910812977961429940655055608941959599206039986748700631851538240408870648315452193907231362845331867010507399188988063132618569098902971431213892349470764102321866985150328655791291934284324877344810879735214422094742771051,949
480,480, 0,0
481,481, -65693836821735812490679610531664810712680836819218427401193154592241403127484953474990489424347860193618062623260163983920002497460890970978550125614881625797024534792581611883301399466317912196125936706984817868300719765952451722377212304722912326496168012172851037638056595319219777,956
482,482, 153401129545861037599360305216139259564792691110135230751497169797022377867218615213700292717,319
483,483, -628523484989557121873835008198872520846858369757198989493110930638283486438916554506144613849693802322136768059500562433207500256932583717976911852195429711518755893236637680643138573437500297709360440115736094983013606959161564776236252244046085557483089108893943146880303222979827569,959
484,484, -52174606746283560843460386168874161419,137
485,485, 1846006928880264221616544526046120722279091281958803467408486373191345784988681179178177296846139294168696338508933344385836250702534864925931529312346016573702987413174607106191081248104925736411796673620090848965032256132180322978904110537704600278172797469777370615246834721605619465,963
486,486, 17729858674585062823211239465051661392687929264506020500100625230298856883492462128642703059,316
487,487, 331702849780757893327162375198274567469509765241922843936480738572892871474586479743048201393793555804988010180805481522317774581327550384962303772265546488099585603837335365982076330009820499286393614889244428936756117516977723031526294060478061036494604335385261497720854037984385759943,966
488,488, 41540083556121195,66
489,489, -6987185354422523696607938998370860395217610710020254617238063994049941228662535739701938158354288655024931275679478946905369276445506667157462668172673815961147671976852327760730960480556836219939844671528277893394586554297468023120013928317727772475355079302744036620749441359652716550383,971
490,490, -5807102745295916931844585608621027311023548576856194972419035131101728839035178477962769559507,323
491,491, -37187643540403839764815360968086438374572843008352507703234140475756628629275966186325480496064713286856426738171165156736950500404754488046723702036106924602502394008586677632948530916775521496017563591042240783489838585348032201718596545663720338172957732518807810514449198907530132602587,974
492,492, -228666210815659327016531684050620463455,137
493,493, -1606281076163829717283818163270936231725093739154300940324283153036931465015630123518391973884084171254000442224610606682960026268045833504032762368594045144012465539152445447106452611180731658540129897858316700412289656065778497407473122520918212581855994336791870998875806398469224923979463,978
494,494, 95058274136657247080526316587162433151251569044841819972988069372803652423514153277593274908339,326
495,495, -2637149989535938334435989227401010556508667944158713263764955767047468048000306858613188703721118477678525224094802584477485871547639128765439966065680555642157394843544290149659965617762873271183612507140589135848282362283841025702565297872925769729838721618228625867348084557855148118112037,981
496,496, 0,0
497,497, 826585362815137367072467875822810879286460634524207731551137021462972037927173502511317759190006176321152328060799782191465593838018847533568353811140644866081396701492625718784569304537288869338199714450853612385481517486691173830617639865827692630468931943570334497093082856667797693098112399,987
498,498, -3101661048578509853499645546042421153812310072504443685140355189685914798076332673652544799117,327
499,499, -1150858458988873767537808651620805874222055445522325055583419162744041282196231833120948977432063822979577752725180782087346461233523674219845036749773351761955346382111835836887396601149565967702077613070561318630727444536468262200627014048522964918582275365281313151074812350981828379789847369,990
500,500, 1079923678666303997123970063577913451185,140
501,501, 182424363735650277591230135701865895384180886489568091680438046298778207354371338753531103362529228997610781721315330734287843913115612340928770011716703330660901150393269935372728605492441137004958678095454739791493438963960996449950101305663663678548714316159609428118636843735320604582259190685,994
502,502, 1340349732620637181680102034327859089976393849448712104305050151004415033882993296144109971996915,330
503,503, 1113737154869489104080250513978483475939529059496455471830705790361471596605508323905723325029966655904192178198233573992664346366026085324037126482888853721923377244932058949480578912573807588985277561626651966577521278584609911572572761760466173570551460642077611562633813339008428368219880181563,997
504,504, 11977409548492247,64
505,505, 21314572883615093673115341078025991507096580463046881983454443392508303011280638116112599350195353526725380907592813949106590197149566205630025817520773946623059625340512001707254169258811649642342254897920056032104073938937140158535616840991951881438679176442349055866262847266911927250160828038375,1002
506,506, 21479421669488744581416308752254587424558332569060464308941181006125371801148561895868300594055387,334
507,507, 44363225389437639881741344911748066350286151579438936544027795832027984403160421846535016288349917067689901894498792156761029684906669309307345032577930580843645211800927175314932287527900265335527648423917104135278222927381489209012040014678607182362017899919951320394610248524031579682631643148811,1005
508,508, 15065810780164419895648312845916786329837,144
509,509, 4544545664800978727596662010105269242436112302938165884485080590911506597874338322192447016972453067334828575532743529495427266766036762454739254414340377432750318845068334095153261846465295221659681494597901434966473684716356045300011418947916383210988741191767456847387444331910400243112717925413315,1009
510,510, 1998782939929730229948547555289823467545178779618097098422445281836805068237034744294945166313397,332
511,511, 52170148057788146644047661369204240644899920197522356679090090162367978529501770861009107152258762580711960798833644590104442294522537358485643894275133181797968575606529368976873623280898629957324286001718022598733318832507414269162711437658532787062833000399963726040966942528657417403499878562996177,1012
512,512,1,9
513,513, 65388710662832163895071196783291037361905106371722176709054104621858632489477187213580373794510305166004834456253955630867730841649816211868676635436034252384155721631098710250107509893796538804930084929657926094254425039631332287166099748961705769963950145629235501448899201170238430785840148453037604643,1023
514,514, 336541875940922071638022535247485452901152432102149920366845932245191895863520987713450794004446643,338
515,515, 1016857889671238816520312998936310932356545786818037110516302716047076719747184045363691165010495042254520433598215061101016478763877293180886157182748177990677942998680557011986749341137027908063083857416600881667655457571892116224100362787508267566162896363787085240288527516974205500723202665611175405091,1026
516,516, 20766021216431380506608862805880388020385,145
517,517, 1109891770773563944742576182479853493013184834886472139422744857202557477099977305972942711035707174799387912037625863666608834686751104849937440000537057696558373130698083122667961204721386115928633498876067786525844902615683991318721433139447970711000115590058131705187072194737896842491089355964206382989,1030
518,518, 5136626467101788064066703163134724088947194065301842012364404224915509485454715397588902355034716563,341
519,519, 81299101901522031310951429388456982955886076335309063971502009778384788900644760685731275294352521908818876565609525547272550660007067626320109956016858945928982199724601412232467191528015924210586633659143526507678384390827963318754438118977808498022882280423586800807509859204581166730085096781980779724435,1033
520,520,-4278934684877759,67
521,521, 835242440875924997911767345128920737094943959038534212559001630556459869920939463641971315336504879981786701427783523746867655408845983200410985843147993925153111104339377472204061159059002287366584822118255758074027322269328996701203443699687090729113899619567560705823552799831300610312864659351399132508465,1038
522,522, 88465531290430856954197361525975282274250027725220292451673920167527399166538160209423599016099567,342
523,523, -12069751726175287832224656837351058728789957002814352411024698499079708166870304620423120151155820967604174576473391958750497586158503927019386132142073659590509596959404646989851860833699602762745367310920048850862229978582500974817426497274884002154934032988926474808439820765236797641570565536563418095421163,1041
524,524, 1467522025243636900147625087400127964053,146
525,525, 229869699547712490451930001128455371775700489203637821315489871381911874648788716900514080519445158284343293139369352675091926231474602996530327203999760523124725076158061305896211819845134515586063897344182104713788133734559928592507584102432107925586270177266886042011405279416965722979869266033332116576798705,1045
526,526, 87226712503460940010196406520451328715722599105056566918561819720972462790736240509902644533502081675,345
527,527, 2871990265918921902466080115432903961662939947361355722976303965161084375079787709384342863850479008336365226579287460336678457711051681823986682664575461286501687380614110096112303139475607115026164507382002438848172696379676966318865675809790137202824815107938097163274102421879806790280113789789343315889143123,1048
528,528,17678835,36
529,529, 91343366983967199644870077041053727134472539535460590802572028588998199288663949829573234576169294112305600510185076531845199113425421775634571562030961449803386896153129296705942800316913438143914402173461374220153414256603137980589134928781017098920061890227410028051178773227912902414150771932444443087691086649,1054
530,530, 1062220158945913340263288671227050751015582143112220667160042417667439026443359564144997755419829320817,350
531,531, 425235112996303301205183681933368763855429011935103889198120143061628782359983838806426336962969458262561186620748123681786575128388005508170140737632501478190124518767119301596841972773970332478823563015557654450609958687185346120061880229537937101779552744204742212336892095228118970787673444178978413660727860513,1057
532,532, 77266155465526360799208635124139548377589,146
533,533, 32214545216853356506489278064213083750155438357532293141392564826783252599749022764951216303643029384239533720899413501705527561665628875896831729616676856335972923284114433589886463529271589254807647214683144256545260985505663729590364258328794346341553548123876499724759734739726068457794205955437136519440901591187,1061
534,534, 361108160279187248493053325492726279948012147639429636201326737292623190956933111046426341223982160619,348
535,535, 68408391990129104524479618746606622540832108838761113710107634155292830160469673826695483085008251587503450215521456927086272155578613883982034428020830608202792545119765841329380888862244761690421974932824295926471129836857945830290286710787335445243064731708788371445266507453294967162862716410657558915658181904645,1064
536,536,101278798396074281,67
537,537, -701784103057910386995111598792440764276562222077532755198678838668872459655007292582617258339086467711483413412703391842514908847390145474503377793740846089249573875223724671006059997895131324297367216506395394360441896004891095058045712420119531157665934108165132180233083318023327168271396673787163836766006015558227,1069
538,538, -9954740063597276956069014414921575340582511233220599555997440481471535842512592072939303953406985220687,354
539,539, 22299346665775844297252096034637465003791330249692511396615417496454744046553502838998285597814007943467087058632391196783227698166923866673810053713846226661884668937336462170566542660831574772899427118482343203193841138831381684067379203212357421375656347202065252959117263400812806073378379961583632815707653941678153,1072
540,540, 1411688830987981284478525044881814832911795,152
541,541, 242680225656031185964110437251796963192715091330507138983104485777086607995172339277373939566728587096817940055180182395029872538452577081817799740156545140940851253870676875917242743454490183723556333954624438683477828723680626625254817828385287944233580513641366996644691592889280826363308209868149783736466695733332121,1076
542,542, 246300284428410968614622379977014399349619960633325053453258976850149908120480127710589202135550829237947,357
543,543, 4967418009041400287631864609518490765514564625042663319654048591762351464252147357889166778711530007008360331658969052921135475703749487322063782771324053869969331243939122923527556197995374697013491541172083561715398513244435872986277889142897831441649983835182427870616295315616515769886893880779875054011584339870740531,1079
544,544,0,0
545,545, 124951839441163344222596975334611127910450116644413154666841208956715946785573753474528063206407926601629503822755757288451934596959213867384442490080107431967035554444545398174042580074365592922439484300026067464498334728884790209178652776986860397354874539666113695383401901463125194523233431210454289733545582014577729209,1086
546,546, 256564936484706762887838209498266228916771216671848650961369036920079128194455814510740047007202363829739,358
547,547, 444981759076100164224279205710288386503993226130963026601822696350703847652704003933337404571777319899767807383242437866195053133009466945971055853789592750629602552424224634346209388916215860182790866488537612219747403614004212904017440663948238777498909195929235125733198456610071971246520619367585794522027783568609836809,1089
548,548, 2122377625749469630722492007005063094584451,152
549,549, 46330417883051393013319832016245131300349978973992315103704006858866944519648633020611983817806182384871615543173686655474421377431426198569690877802855584456502040175973739157908308326792860850202144464143742079723041850703708573345486756006785913321302428484911743068431691403819026728156114296370670890771928219946854679151,1093
550,550, 1068586763987152854917293559250138999450288813711276300323693323173305520099136184611682128904527144231739,361
551,551, -123663059039187462869871127378291613153161539776474884968781367243499063166069944056109608205014831192755151420512087855935005939353849247692413682558222855781779614479942179649147671096066114578245133531351325753242741063073206132264753901260117708421508178223607594393707489679955953016285571869942781825319731502439246862687,1096
552,552,-596419892504307131,70
553,553, -8732093850716101922072755942944323575536373748248817526335902351379808609414919261312007708220840643327482415109236072913984184280435195137840971457403431018830868154910468251643186332276540117582560492368405787971734372353767093176955961377406448070852418490802991748044576609895330649070105876722878773100317789979609244837969,1101
554,554, -18372165031073279710189655951462076050492818292892370118189872345519330022539840322161058338162611800317071,365
555,555, -24442054403476303789945774828071629774479732166486349493796307430562450974376812182904758074648510283022907170531484043020717607284085330677805906458053053257242401145689377800855244825093240580415752661164234495305648734905746900812848660089211175003023758412712648945215763852414898945492128140303991890419661170878937922130949,1104
556,556, 25444323541846107722672142305936270798206121,155
557,557, 3641226636266117469892300150579424870634024086828859872001039301499096676910835904857475364189913283931792598720638791610123838601960419517353992109476123932550552171908604255905991929582255553059428391374098163930523707325421063620912899361957438430926112305385556575216475490189728013203137094355134792683091380064260286194546903,1108
558,558, 2066684372863060411249369323725996536834518560663648714271401501667686731743235021297256487221679035982771,362
559,559, -6225155646221939767665911385038189526286132159014373443978542317170381734826487739061734435050245797627626954776205871723700673399095719492595479973869432367068968595742949093404679467043032761092001211923069052895477724367520440029175654516813008397013163604944921888002248201099187032232583992656264902248249725055013943733880907,1111
560,560,41250615,37
561,561, 293132764419370981566072821521818034438950015980054163231707666928067512822999625971613965379554971590484082211523760356021702265713003623082914630759354049194185941594950679802263617607031307335203479449975912036106911472340690939023967727341182729306555975139254537965103323364626639680831632111610854384745012362917407969815992277,1117
562,562, 290736743296899694393005634654592952632640872584572520772089157472511403729763873261041376442924374855982873,369
563,563, 12937212876900519832170181211507531953961789646794229586706378562176768283812548867729387814974098688570194502951888586246996098467944829193171994772637714692626339227527824246400907904985453484784392091253691100237663535044351775747407287227843873006262425860438081838843426724237031867603872618885655735331765011623784512024175357741,1120
564,564, 1164095292812260369154235123869647532695555781,160
565,565, 44621787473904756764474744697247087791938549473862466833649719459526946465535566814767892679256716703961148965332465280673280129986125929213113548495225819320375793187094860283006838175435761620661952681793663522780893506815249946441102712770824590880495079146285318590508517221539771001078622922857298595667178942975844817375726086975,1124
566,566, 1527766251843098619902378263721762100886240269431816449724822979303367932209588242030450153394082554338369893,372
567,567, 143269362915725673454869235275580121861522385968869807971378193160418814116877908849214931616360772585331887047427098432519430988849540655401010669954372768404761785293001963340389958646688939725419036966201302316389256327591162890728061958475832965861196380357185160076910292145344055662961580772726471229448036177127843872950146616681,1127
568,568,1908696783757679237,72
569,569, 46048277775304990555797793410964606501308829512982312622554057211932138367995758652243533178989260228742063977487533406982554549998035671568617363271742286272034611397518402445261036789724080259513922868649736706644069024123963610116385793491021949168870467032216272977735789400025342361999722564534485952049140030553359081134681618010933,1132
570,570, 11757783171560433120782504778003500730734230961345658117193613187635998778313668653227116901675811830983719657,373
571,571, 571921502889586386536099957103962947873305487856911667242921086704113556577135922495942663177837122025657505362650894847207634798258658400328494637178803760112969133059623619159682134792232255935342272173374042689921263110120645624006436079460869993105153349875231066562494099331477493252617446051034637680869219787768870678200355578355137,1135
572,572, 454684109061070320942234519318299581185950049,158
573,573, 1124511476208908591119101420058582979767217105322405084092270423770156841901628045061610189245399131403440789986457065502545368024766381931338822721315230480314661350989553153498469866192641186197651633863043917406985408417278901231730709380264575092130676277303474955718928559830810783916137281847892087716891569092913624067836312183026617,1139
574,574, 63553250475130637295774781637249073447391190457195469313287760332000715424947678300905931133584188087650785037,376
575,575, 53836687491095252452800250340731880763168153578374546771540196019776647867433751740819594568286672503984763003653444175740249533414815757423843440332394411010748568362904854673430744876987805943943230476758458289455373881709416018144161207006834319731072818431536682926980674593428142158322067970294004816469701082189279767263324030752366051,1142
576,576,0,0
577,577, 2273523832980296043707003368389688214067983190626866021759385854599205304878958291342675750754213186619047200404268453025682478534628626147600019812410118103617650297323928463831554728047715793661300947615589512337115276024007385418249867038251848799706045158297644799207583946827261703011159305979856174391226209593717120336609141537878535025,1150
578,578, 15888193681752479211373626933518365815663220356512780344697507857917054787187665934910158881706632546917631195143,383
579,579, 3204399970059985246231914259020118665138343855729603878857124484447208848656560992674008045653065899317446891487196523446463888830059767217321267577598670357031463270270982257191277669093848984551373321958569038207473169909052029929922213533675825389191709750376811943642269916187480453836725818054843346408803393442998305919473049372721561617,1153
580,580, -1012324322926404089384044961672867976704783987,161
581,581, 410492367568749966343876561279641795678797659033823131423375693295569428057715092604702894899314441521144987656120664991437064390566879672087104528274948733194097356054029428115320144412641191494143610016816566352384075334418844307259553450210217686673495789267753310153697045393708966411681058462979831021252663740893186025917887119085866716239,1157
582,582, -29624467617304637391983628781109508653023800066436110918120917475511726570562392203219074412467390888029227653,379
583,583, -3856729676227687181950922073029855152447229854660990208820704775579921258986861803343591548999462977806540486659105923796566393068279848297244654434626644716764981967243101417772270680549479591301444787673258072000873396425826390848733016759720867662940045105976647118587841883707511765522938761104838651267363367664745254386321951977338805173135,1160
584,584,1915951410410789815,73
585,585, 16907801031691869053321234215366242653942338127098710623920767953631817293665772438288790451434400430057180345668486836563039519677598378106071295138514222260716353323642711030922974786569319523862272868329003191058441620661161065187424572797722002861588498020624246080075997726746349877804238579161912652488865423254702177351994099377128632868131,1165
586,586, 102090390305638080991450942470077119035351418379729885964974623319807560806687394327718459208766920843156055789703,387
587,587, 2508888986342906169105377609853496394355891881573616378431021521431427849132751143058400103314908245532190451345128181046900402256191667091045511046177272300403648696749076782241506377223563485383888983575403834709216554938527127997314268715931027878676573303465022298614471795060482503993982985175306344872653023691733427887774050249204429018450159,1168
588,588, 1383564500077531817560431958365831888993628779,162
589,589, 27525770546027754150243697145570497958027619116888163819859231290759561974795253961528397211415689702529591614711457723897875334843633978723743880811075181492065540594768744245691122601685418514604412729725788359241284404885246267273619238390918900981094373920053074493580204018831186477337669892205555041278194778403644985472964650325678691117388659,1172
590,590, 620368906720140319888886730161056413964003787898649908561511429780953110442532262127284825205903117297323186953441,390
591,591, -136840393434504214682689047679120696856151292453215292513764682513672124831719145277397373617623395609390150113140018412221615378971426717664703776062826750493772371113917505853037272385811480498925838184447261690887589755306907850473968590257081901252121430611604218970086837509270844412386924292092865203276012118338903349553286733194132460837059655,1175
592,592,20800395,37
593,593, 17743398113429138049787385543296808817182066315658752136061602875998915797489567502816307901140393608066308746638022953974616471660406040580331473782057073229607352692305789036825232138211361043117039244044291844702355620985335580080666686697947717764193375658376734288603367273720735256847861357684305247417628546735864516647443762484898544406094793327,1181
594,594, 679692259812526703320633239626673953016024465468691680736537999168181846322714265449512374372872326266405544243169,391
595,595, 51591955457394403207874916460588293293821564035289841965763469778426077487784152251508809080193214430732803357874237388594242971615336510893777406836993060556007332180979955640840823916053522880984819232437561688955093155569170574317262161443456163305760567556467352219844115777379805338929403144691084119544076889708831275622702916341021220553162680615,1184
596,596, 215598683224538150494730956462095053605131745643,168
597,597, 620781193730122131715779377238327295187238438984986361560561541181259156916012424588562535906899165566862513409882261996200827008473987512636646646088081947595928121669305837326960768960501485162597241284338410007573150861598946145218195662894240082988017590911625561443626335660320855153649777831467931742985061195975894463078320651670710869607755614197,1188
598,598, 2128940694591977759726017118618227965316973983982441019787110936289483178454318742340626587032850873521150171729633,394
599,599, 22897544671810089044506018088032585770312242822728075423214482662891492070592172867932734507849164189445234873439155182815775118154827060825248340748896619386734192095499973827803406843915448225455308510458539013569115438480158076782173904681143028281519955753428778926508434963373408697599151047363015463275309233039202881149113862072187051341624481376723,1191
600,600,16381432661006457547,75
601,601, 240113234454348532480856747363385771234997991104644657913684754310860366009905880072121838601867901658937014187485843743981738629126000117054860727958756203620394603758183895517892241863893475482811352460595150545158916195187001337883127533380507192906131407308057335031879715709554137776167052497583462778131038466613002562715541421243314105535929920698531,1196
602,602, 437167166902039438483382151558052031515403208612392373867007218099923625704376512972611027589118113269616541826153541,398
603,603, 2180617006290262078115607779642182725716586409896970189483619002545608758876428797133997273541086069088769211235681706666026382645574776762063680299567630215501141870017650505029016507710579784567922798278598458611763487654487177198273528560916837868873925816750963985054467555334683454424198895393481773546127043230516253120002780985527199771641875219994535,1199
604,604, -43423523958641120864249655437618268572370346963,167
605,605, 21348015367548382269824043530909668388367029469945441622954995227709262962171073309908007222605959553205745734290589585177415487364919949823769246661338258163765431138723597452514813756107482014548692120150016175081674684143832173234787620064394680660738062758131866536187810984146909179946188595575192578877729716500994979605472960063875256301837940894150663,1203
606,606, 17103332930088821106524766688321452273229359349029451438878634171331359988038734290890950301529139815145993020602317,396
607,607, -431335588551369056382913119829717394476428423070918127462446196614233227488678269308597746634810447476404542290204651428891367440896851049244643117689507204805900112202577224557446157918935464218825201951679859578900942680277819186922692263365780016885824559812458883747344432098304999084671713759889145388862521116981910948041396059123186973775774345778220531,1206
608,608,0,0
609,609, 19578485176648715855940386305756489664337101150771518443681465330132793622193094130560952060872541962724656773887275256091634831983187874428828209615005189502901444751805843234377015457474835663641675801433278245139057383831759067079841980837376515507700946901803267028898660734086564837861089451925864315517082800445198880112092400406307893525628974902214073549,1213
610,610, -2594482412764074229881356849346125747767164226870627021862886450568939849308974965371060045324846871181073655479789715,402
611,611, -47186065889990538300304120354414845255234213103445045405745861579582132674149175958467780107174834183856265789833324188797202962046420446536511664013053524055509877590608246865451852763342408069380028015165661086666273907021216123673559922324398263371837920506861145283176999345696375188145110638323001001657989027646137346238440707566524519496686199286494175619,1216
612,612, 46883058049477989757056920515182965888908960475,171
613,613, -1425547220167132162324073831323773205375040064199609615750918936108367083256854204361471594890737625867154556101888762808917342377985979567989371899133117953821345134794773099397778365760000479109673877700108279690725276282652137823285625618462063966847602295565579969826731075963301269211170298071090338015069795190013304066742898369262427254581988838133225198101,1220
614,614, -1832861510114420157471999287339127200821197404803184488076976820933037118829156755363596679765101317211626957501251739,405
615,615, -10286980308669964660749460691524171559596717318561059426551827865354242523498382656626864690624158355442915975908539279894540113038064819012591244211306358968799542595268575750194235659937386766690683141212954514985792790858623600236182093625282854720263723986884791912739433565097230641850154095932248772415472167894948678551148300859005713611485178113042690179515,1223
616,616, -77523931132495046815,82
617,617, 1470827270269368745592264035053694729069653657608005515308707865970838715975800300915637723245951507485899835034720479058828867517218696036521732533587591437739224785502949833118684856377049458582392333026067444529374159990220544083496967426324530550103049084279295399465937628852740184138581201865234257356414288670087878027531066038812608529800215748431723441044307,1228
618,618, 19819803808012104859628723346794153713556641124075484398215036822390460690159533699194204674387058798195649959346063497,406
619,619, -2089570826314703958654966587857035462672262427603554910068698974394004447262779864130826682628912379338123503771198748183860643539104557290747115456822902900214310580243432588962694637261223728670003049947255068122207289930541298827703582610097551566910330427035783490119572002036508907761580221873576531401128917639194953837509592162278700553652088463333514185838641,1231
620,620, 16252030890500015696695128252359168045367697915365,175
