degree, numerator, denominator exponent
190, 9569194648293814903483855759173483, 121
191, 164907378435065117281580730831653804784725133325703982429828538117309335662590556773992790711310403112689375191, 374
192, 0, 0
193, 5242976009738870857143865457110552722908703703142105053497012580708859967569743808641115439697439672706378787335, 382
194, 598236143956656196357724357365114595, 128
195, -102315863300953384896710274560388819651248794563410534955463683004402885895688488693041439907605345894450619849689, 385
196, -661527620399, 50
197, 3319479461890493189958718658898415696373622673017572691100488979166235570794262235647545394239006399292104148186713, 389
198, 32673007272783609918163525606881213, 124
199, 206825636515349498118165511236505388765350535432647904666767851192963667375317958178362755727915832514607805713703, 392
200, 75021, 26
201, 265163782480828365954909113941531722337396031960555873557645436873734750949252074340848747471457515700086860650430997, 397
202, 2571131267553702133286257873167369827, 132
203, 4181474699699102238093771278882500439379187341768929528617881190231602657804196486282732450740248894736933636506944105, 400
204, 88744689294373, 56
205, 65212979579868633747284975476688074663451042459736735025208421034467624382886181206334464544342966211140527640914369445, 404
206, 10088080633090801167147815907443054085, 135
207, -700563570543063075901508770234354232055757770056079618668822866680537551672460299952326515407906357221036284889957554225, 407
208, 0, 0
209, 4988674645472293997597666571335688304411533422901474181090077515780993939835162429011266439049333223540870899087767360001, 413
210, -96148478989810853676837101388324191995, 136
211, 154009766210824012213644026520359264159414509600150531587763894050219654801382626076177487184725518432933807298145886983433, 416
212, 11664029448139, 53
213, -2376928415030471098730545801227595420348084256424589767570357590344516242820768119138160082771000307937414385278480466340933, 420
214, -453911138266393894041623809540053731067, 139
215, 22796075980329151260806052443846300985205028352514178975099828406046648918530796241718178670084617652917863630438543259567293, 423
216, 95, 18
217, 597458976546618169165208346492724023270576621159605431199741898622147686229189337230361842721692799050195141820278536563972029, 428
218, 38263610097641949385653586051989504170185, 143
219, 12578537983255663134958714015190855893582801370359451042685542728296762532889856690231065655232963947856360263423387982811896953, 431
220, 702627255827523, 59
221, 222842514927893624401008473760401940727953304270620148051925589509081351841499448026207945532486619029620528763733572731939861561, 435
222, 1183552767345778756180544534672159394025, 141
223, -1086223248305368176707001757212713537428878246967860655217229367294049468524746635625506107372790967631401264041003144794769624845, 438
224, 0, 0
225, 25684372791632686218145522491821639510260954359066497423470588390227579731905333759649575879680523229796014609484148524249503126319, 445
226, -70585255561585947160197879113337364880879, 147
227, 399458723579722499191712892799998211698273678197127593943972170100713085865007876683727819622369687526923068050134823664310750299519, 448
228, 24286293473956659, 65
229, -6702752102589075312780125462564336455024694450350424566642938893207978194310292750645487607312878597450685771368015983998482100825383, 452
230, -640185598702271251792065252716770151183223, 150
231, 34353056679690673517303418909113983229814532545898314259582362435377251993982773845538232194436606565690049502798770680401434379422071, 455
232, 518431, 29
233, 5416544002892513473695728616384640845013590583383099509615911557911543599908847425318221615390227006116179399824272380863404356286467457, 460
234, 3194759213084569066598233628741427170380285, 151
235, 11458988377751892260061019779686819148311317373329259346396056253654444246147639999754140422452689917770504075759094478072214470698111445, 463
236, 7391768946430127, 63
237, -735746741930418035111484341832345532523192066294028586992957241056457027212277296199174213220765603186970827748926610450221864932604543383, 467
238, -59013608848664191290726847853733040581975183, 154
239, 2034263016360738890687425457110213442240483892407493537462566337873283192900776375627234040650349713799764025570608413910833931828751130347, 470
240, 0, 0
241, -105124992992761393517570937066171371542460511582296619671646040545956931701453684230119241342753410420963150696323926805636742319081660464785, 476
242, 842890133522119420274887662587099385403840477, 159
243, -204247238763865160628899204638786070997215938244596335116887656295039868586724842448189863969324852821546162167548847848264653695343629796329, 479
244, -8332786035453725, 62
245, -13546131315296523748352958521223340006813573562784487387296323408279740402268534017685682443821698161377912123823972470836324917616400103714819, 483
246, 233477943078840220646724434129525322473208173, 157
247, 223503708447168535845862104915420643889952324340801417692219777596867123296292127331429875734724661412361018968140262283663857446502346246954843, 486
248, 24654679, 34
249, 13533826122727213809872996732000316878797891522934227999511034330588046119729136333378209833373641790129053419701012567164067029928752194268673447, 491
250, 15136439246015412833431172484630961492681302621, 163
251, 40540649043359200655961777615075141345202389111668733565735737078494290501382035083391711184837154557750774405650420440933971510292220392095094347, 494
252, 34489033609903997, 66
253, 1337628363786604603043358331504772142216888980928083103351734532297917502618551148330544441132284494679849963735266834086669139312718593093866105923, 498
254, 203255101734438225292913551751295280527889676951, 166
255, 10169389285426306681052856048482025677731086994475382382460343637694602576763662154583378903279324045578216589962135870495648508297080137955833825233, 501
