m;exp_den_a_m
38777;77543
38779;77546
38781;77550
38783;77553
38785;77562
38787;77565
38789;77569
38791;77572
38793;77577
38795;77580
38797;77584
38799;77587
38801;77593
38803;77596
38805;77600
38807;77603
38809;77608
38811;77611
38813;77615
38815;77618
38817;77625
38819;77628
38821;77632
38823;77635
38825;77640
38827;77643
38829;77647
38831;77650
38833;77656
38835;77659
38837;77663
38839;77666
38841;77671
38843;77674
38845;77678
38847;77681
38849;77689
38851;77692
38853;77696
38855;77699
38857;77704
38859;77707
38861;77711
38863;77714
38865;77720
38867;77723
38869;77727
38871;77730
38873;77735
38875;77738
38877;77742
38879;77745
38881;77752
38883;77755
38885;77759
38887;77762
38889;77767
38891;77770
38893;77774
38895;77777
38897;77783
38899;77786
38901;77790
38903;77793
38905;77798
38907;77801
38909;77805
38911;77808
38913;77821
38915;77824
38917;77828
38919;77831
38921;77836
38923;77839
38925;77843
38927;77846
38929;77852
38931;77855
38933;77859
38935;77862
38937;77867
38939;77870
38941;77874
38943;77877
38945;77884
38947;77887
38949;77891
38951;77894
38953;77899
38955;77902
38957;77906
38959;77909
38961;77915
38963;77918
38965;77922
38967;77925
38969;77930
38971;77933
38973;77937
38975;77940
38977;77948
38979;77951
38981;77955
38983;77958
38985;77963
38987;77966
38989;77970
38991;77973
38993;77979
38995;77982
38997;77986
38999;77989
39001;77994
39003;77997
39005;78001
39007;78004
39009;78011
39011;78014
39013;78018
39015;78021
39017;78026
39019;78029
39021;78033
39023;78036
39025;78042
39027;78045
39029;78049
39031;78052
39033;78057
39035;78060
39037;78064
39039;78067
39041;78076
39043;78079
39045;78083
39047;78086
39049;78091
39051;78094
39053;78098
39055;78101
39057;78107
39059;78110
39061;78114
39063;78117
39065;78122
39067;78125
39069;78129
39071;78132
39073;78139
39075;78142
39077;78146
39079;78149
39081;78154
39083;78157
39085;78161
39087;78164
39089;78170
39091;78173
39093;78177
39095;78180
39097;78185
39099;78188
39101;78192
39103;78195
39105;78203
39107;78206
39109;78210
39111;78213
39113;78218
39115;78221
39117;78225
39119;78228
39121;78234
39123;78237
39125;78241
39127;78244
39129;78249
39131;78252
39133;78256
39135;78259
39137;78266
39139;78269
39141;78273
39143;78276
39145;78281
39147;78284
39149;78288
39151;78291
39153;78297
39155;78300
39157;78304
39159;78307
39161;78312
39163;78315
39165;78319
39167;78322
39169;78332
39171;78335
39173;78339
39175;78342
39177;78347
39179;78350
39181;78354
39183;78357
39185;78363
39187;78366
39189;78370
39191;78373
39193;78378
39195;78381
39197;78385
39199;78388
39201;78395
39203;78398
39205;78402
39207;78405
39209;78410
39211;78413
39213;78417
39215;78420
39217;78426
39219;78429
39221;78433
39223;78436
39225;78441
39227;78444
39229;78448
39231;78451
39233;78459
39235;78462
39237;78466
39239;78469
39241;78474
39243;78477
39245;78481
39247;78484
39249;78490
39251;78493
39253;78497
39255;78500
39257;78505
39259;78508
39261;78512
39263;78515
39265;78522
39267;78525
39269;78529
39271;78532
39273;78537
39275;78540
39277;78544
39279;78547
39281;78553
39283;78556
39285;78560
39287;78563
39289;78568
39291;78571
39293;78575
39295;78578
39297;78587
39299;78590
39301;78594
39303;78597
39305;78602
39307;78605
39309;78609
39311;78612
39313;78618
39315;78621
39317;78625
39319;78628
39321;78633
39323;78636
39325;78640
39327;78643
39329;78650
39331;78653
39333;78657
39335;78660
39337;78665
39339;78668
39341;78672
39343;78675
39345;78681
39347;78684
39349;78688
39351;78691
39353;78696
39355;78699
39357;78703
39359;78706
39361;78714
39363;78717
39365;78721
39367;78724
39369;78729
39371;78732
39373;78736
39375;78739
39377;78745
39379;78748
39381;78752
39383;78755
39385;78760
39387;78763
39389;78767
39391;78770
39393;78777
39395;78780
39397;78784
39399;78787
39401;78792
39403;78795
39405;78799
39407;78802
39409;78808
39411;78811
39413;78815
39415;78818
39417;78823
39419;78826
39421;78830
39423;78833
39425;78844
39427;78847
39429;78851
39431;78854
39433;78859
39435;78862
39437;78866
39439;78869
39441;78875
39443;78878
39445;78882
39447;78885
39449;78890
39451;78893
39453;78897
39455;78900
39457;78907
39459;78910
39461;78914
39463;78917
39465;78922
39467;78925
39469;78929
39471;78932
39473;78938
39475;78941
39477;78945
39479;78948
39481;78953
39483;78956
39485;78960
39487;78963
39489;78971
39491;78974
39493;78978
39495;78981
39497;78986
39499;78989
39501;78993
39503;78996
39505;79002
39507;79005
39509;79009
39511;79012
39513;79017
39515;79020
39517;79024
39519;79027
39521;79034
39523;79037
39525;79041
39527;79044
39529;79049
39531;79052
39533;79056
39535;79059
39537;79065
39539;79068
39541;79072
39543;79075
39545;79080
39547;79083
39549;79087
39551;79090
39553;79099
39555;79102
39557;79106
39559;79109
39561;79114
39563;79117
39565;79121
39567;79124
39569;79130
39571;79133
39573;79137
39575;79140
39577;79145
39579;79148
39581;79152
39583;79155
39585;79162
39587;79165
39589;79169
39591;79172
39593;79177
39595;79180
39597;79184
39599;79187
39601;79193
39603;79196
39605;79200
39607;79203
39609;79208
39611;79211
39613;79215
39615;79218
39617;79226
39619;79229
39621;79233
39623;79236
39625;79241
39627;79244
39629;79248
39631;79251
39633;79257
39635;79260
39637;79264
39639;79267
39641;79272
39643;79275
39645;79279
39647;79282
39649;79289
39651;79292
39653;79296
39655;79299
39657;79304
39659;79307
39661;79311
39663;79314
39665;79320
39667;79323
39669;79327
39671;79330
39673;79335
39675;79338
39677;79342
39679;79345
39681;79355
39683;79358
39685;79362
39687;79365
39689;79370
39691;79373
39693;79377
39695;79380
39697;79386
39699;79389
39701;79393
39703;79396
39705;79401
39707;79404
39709;79408
39711;79411
39713;79418
39715;79421
39717;79425
39719;79428
39721;79433
39723;79436
39725;79440
39727;79443
39729;79449
39731;79452
39733;79456
39735;79459
39737;79464
39739;79467
39741;79471
39743;79474
39745;79482
39747;79485
39749;79489
39751;79492
39753;79497
39755;79500
39757;79504
39759;79507
39761;79513
39763;79516
39765;79520
39767;79523
39769;79528
39771;79531
39773;79535
39775;79538
39777;79545
39779;79548
39781;79552
39783;79555
39785;79560
39787;79563
39789;79567
39791;79570
39793;79576
39795;79579
39797;79583
39799;79586
39801;79591
39803;79594
39805;79598
39807;79601
39809;79610
39811;79613
39813;79617
39815;79620
39817;79625
39819;79628
39821;79632
39823;79635
39825;79641
39827;79644
39829;79648
39831;79651
39833;79656
39835;79659
39837;79663
39839;79666
39841;79673
39843;79676
39845;79680
39847;79683
39849;79688
39851;79691
39853;79695
39855;79698
39857;79704
39859;79707
39861;79711
39863;79714
39865;79719
39867;79722
39869;79726
39871;79729
39873;79737
39875;79740
39877;79744
39879;79747
39881;79752
39883;79755
39885;79759
39887;79762
39889;79768
39891;79771
39893;79775
39895;79778
39897;79783
39899;79786
39901;79790
39903;79793
39905;79800
39907;79803
39909;79807
39911;79810
39913;79815
39915;79818
39917;79822
39919;79825
39921;79831
39923;79834
39925;79838
39927;79841
39929;79846
39931;79849
39933;79853
39935;79856
39937;79868
39939;79871
39941;79875
39943;79878
39945;79883
39947;79886
39949;79890
39951;79893
39953;79899
39955;79902
39957;79906
39959;79909
39961;79914
39963;79917
39965;79921
39967;79924
39969;79931
39971;79934
39973;79938
39975;79941
39977;79946
39979;79949
39981;79953
39983;79956
39985;79962
39987;79965
39989;79969
39991;79972
39993;79977
39995;79980
39997;79984
39999;79987
40001;79995
40003;79998
40005;80002
40007;80005
40009;80010
40011;80013
40013;80017
40015;80020
40017;80026
40019;80029
40021;80033
40023;80036
40025;80041
40027;80044
40029;80048
40031;80051
40033;80058
40035;80061
40037;80065
40039;80068
40041;80073
40043;80076
40045;80080
40047;80083
40049;80089
40051;80092
40053;80096
40055;80099
40057;80104
40059;80107
40061;80111
40063;80114
40065;80123
40067;80126
40069;80130
40071;80133
40073;80138
40075;80141
40077;80145
40079;80148
40081;80154
40083;80157
40085;80161
40087;80164
40089;80169
40091;80172
40093;80176
40095;80179
40097;80186
40099;80189
40101;80193
40103;80196
40105;80201
40107;80204
40109;80208
40111;80211
40113;80217
40115;80220
40117;80224
40119;80227
40121;80232
40123;80235
40125;80239
40127;80242
40129;80250
40131;80253
40133;80257
40135;80260
40137;80265
40139;80268
40141;80272
40143;80275
40145;80281
40147;80284
40149;80288
40151;80291
40153;80296
40155;80299
40157;80303
40159;80306
40161;80313
40163;80316
40165;80320
40167;80323
40169;80328
40171;80331
40173;80335
40175;80338
40177;80344
40179;80347
40181;80351
40183;80354
40185;80359
40187;80362
40189;80366
40191;80369
40193;80379
40195;80382
40197;80386
40199;80389
40201;80394
40203;80397
40205;80401
40207;80404
40209;80410
40211;80413
40213;80417
40215;80420
40217;80425
40219;80428
40221;80432
40223;80435
40225;80442
40227;80445
40229;80449
40231;80452
40233;80457
40235;80460
40237;80464
40239;80467
40241;80473
40243;80476
40245;80480
40247;80483
40249;80488
40251;80491
40253;80495
40255;80498
40257;80506
40259;80509
40261;80513
40263;80516
40265;80521
40267;80524
40269;80528
40271;80531
40273;80537
40275;80540
40277;80544
40279;80547
40281;80552
40283;80555
40285;80559
40287;80562
40289;80569
40291;80572
40293;80576
40295;80579
40297;80584
40299;80587
40301;80591
40303;80594
40305;80600
40307;80603
40309;80607
40311;80610
40313;80615
40315;80618
40317;80622
40319;80625
40321;80634
40323;80637
40325;80641
40327;80644
40329;80649
40331;80652
40333;80656
40335;80659
40337;80665
40339;80668
40341;80672
40343;80675
40345;80680
40347;80683
40349;80687
40351;80690
40353;80697
40355;80700
40357;80704
40359;80707
40361;80712
40363;80715
40365;80719
40367;80722
40369;80728
40371;80731
40373;80735
40375;80738
40377;80743
40379;80746
40381;80750
40383;80753
40385;80761
40387;80764
40389;80768
40391;80771
40393;80776
40395;80779
40397;80783
40399;80786
40401;80792
40403;80795
40405;80799
40407;80802
40409;80807
40411;80810
40413;80814
40415;80817
40417;80824
40419;80827
40421;80831
40423;80834
40425;80839
40427;80842
40429;80846
40431;80849
40433;80855
40435;80858
40437;80862
40439;80865
40441;80870
40443;80873
40445;80877
40447;80880
40449;80891
40451;80894
40453;80898
40455;80901
40457;80906
40459;80909
40461;80913
40463;80916
40465;80922
40467;80925
40469;80929
40471;80932
40473;80937
40475;80940
40477;80944
40479;80947
40481;80954
40483;80957
40485;80961
40487;80964
40489;80969
40491;80972
40493;80976
40495;80979
40497;80985
40499;80988
40501;80992
40503;80995
40505;81000
40507;81003
40509;81007
40511;81010
40513;81018
40515;81021
40517;81025
40519;81028
40521;81033
40523;81036
40525;81040
40527;81043
40529;81049
40531;81052
40533;81056
40535;81059
40537;81064
40539;81067
40541;81071
40543;81074
40545;81081
40547;81084
40549;81088
40551;81091
40553;81096
40555;81099
40557;81103
40559;81106
40561;81112
40563;81115
40565;81119
40567;81122
40569;81127
40571;81130
40573;81134
40575;81137
40577;81146
40579;81149
40581;81153
40583;81156
40585;81161
40587;81164
40589;81168
40591;81171
40593;81177
40595;81180
40597;81184
40599;81187
40601;81192
40603;81195
40605;81199
40607;81202
40609;81209
40611;81212
40613;81216
40615;81219
40617;81224
40619;81227
40621;81231
40623;81234
40625;81240
40627;81243
40629;81247
40631;81250
40633;81255
40635;81258
40637;81262
40639;81265
40641;81273
40643;81276
40645;81280
40647;81283
40649;81288
40651;81291
40653;81295
40655;81298
40657;81304
40659;81307
40661;81311
40663;81314
40665;81319
40667;81322
40669;81326
40671;81329
40673;81336
40675;81339
40677;81343
40679;81346
40681;81351
40683;81354
40685;81358
40687;81361
40689;81367
40691;81370
40693;81374
40695;81377
40697;81382
40699;81385
40701;81389
40703;81392
40705;81402
40707;81405
40709;81409
40711;81412
40713;81417
40715;81420
40717;81424
40719;81427
40721;81433
40723;81436
40725;81440
40727;81443
40729;81448
40731;81451
40733;81455
40735;81458
40737;81465
40739;81468
40741;81472
40743;81475
40745;81480
40747;81483
40749;81487
40751;81490
40753;81496
40755;81499
40757;81503
40759;81506
40761;81511
40763;81514
40765;81518
40767;81521
40769;81529
40771;81532
40773;81536
40775;81539
40777;81544
40779;81547
40781;81551
40783;81554
40785;81560
40787;81563
40789;81567
40791;81570
40793;81575
40795;81578
40797;81582
40799;81585
40801;81592
40803;81595
40805;81599
40807;81602
40809;81607
40811;81610
40813;81614
40815;81617
40817;81623
40819;81626
40821;81630
40823;81633
40825;81638
40827;81641
40829;81645
40831;81648
40833;81657
40835;81660
40837;81664
40839;81667
40841;81672
40843;81675
40845;81679
40847;81682
40849;81688
40851;81691
40853;81695
40855;81698
40857;81703
40859;81706
40861;81710
40863;81713
40865;81720
40867;81723
40869;81727
40871;81730
40873;81735
40875;81738
40877;81742
40879;81745
40881;81751
40883;81754
40885;81758
40887;81761
40889;81766
40891;81769
40893;81773
40895;81776
40897;81784
40899;81787
40901;81791
40903;81794
40905;81799
40907;81802
40909;81806
40911;81809
40913;81815
40915;81818
40917;81822
40919;81825
40921;81830
40923;81833
40925;81837
40927;81840
40929;81847
40931;81850
40933;81854
40935;81857
40937;81862
40939;81865
40941;81869
40943;81872
40945;81878
40947;81881
40949;81885
40951;81888
40953;81893
40955;81896
40957;81900
40959;81903
40961;81918
40963;81921
40965;81925
40967;81928
40969;81933
40971;81936
40973;81940
40975;81943
40977;81949
40979;81952
40981;81956
40983;81959
40985;81964
40987;81967
40989;81971
40991;81974
40993;81981
40995;81984
40997;81988
40999;81991
41001;81996
41003;81999
41005;82003
41007;82006
41009;82012
41011;82015
41013;82019
41015;82022
41017;82027
41019;82030
41021;82034
41023;82037
41025;82045
41027;82048
41029;82052
41031;82055
41033;82060
41035;82063
41037;82067
